plays,pass_yards,rush_yards,turnovers,epa_total,epa_per_play,yards_per_play,pass_epa_per_play,rush_epa_per_play,success_rate,explosive_rate,third_down_conv_rate,red_zone_td_rate,pass_rate,play_action_rate,shotgun_rate,sack_rate,pass_plays,rush_plays,dropbacks,sacks,redzone_trips,redzone_tds,allowed_pass_yards,allowed_rush_yards,takeaways,allowed_epa_total,allowed_epa_per_play,allowed_yards_per_play,allowed_pass_epa_per_play,allowed_rush_epa_per_play,allowed_success_rate,allowed_explosive_rate,third_down_conv_rate_allowed,red_zone_td_rate_allowed,pass_rate_allowed,play_action_rate_allowed,shotgun_rate_allowed,pressure_sack_rate,plays_allowed,pass_plays_allowed,rush_plays_allowed,dropbacks_allowed,sacks_made,redzone_trips_allowed,redzone_tds_allowed,opp_season_epa_avg,opp_recent_form_epa,opp_win_pct_to_date,opp_strength_ranking,opp_composite_strength,momentum_score
0.047701546659528714,0.11911085571502877,0.15314701742556142,-0.11538674894811209,0.24949608029326997,0.2504078165977628,0.20769116081827058,0.22667810278030243,0.12870922768425316,0.19683254467549863,0.15598162366650406,0.16767866625240874,0.0802286780027798,-0.1292788339645795,-0.0,-0.08076071417755123,-0.12363134285198236,-0.06731743855071769,0.14181704669599415,-0.067284695322366,-0.13936447019742096,0.13094893558660547,0.18548874363548268,0.12221385917408091,0.15510111950788436,-0.104890011151157,0.25039904769790383,0.25140966212440047,0.1783725258763742,0.22973194613262166,0.12582223487197608,0.1555418804146921,0.15738321621993415,0.16487398645873277,0.0877689499518958,-0.05668953315791604,-0.0,-0.044795581535239014,-0.11181375114187896,0.05670304765981261,-0.027005902600708596,0.13823407886953018,-0.02698474855030977,-0.12706196559856034,0.1359233299623092,0.18850018024492596,-0.010416864203044891,-0.009913139033868765,-0.03449206887789836,0.01755798954726246,-0.021963129405158526,0.020496019489017206
0.17168742472400259,0.18725986180904763,-0.1158598559734575,0.0901404635979049,-0.00916637306668543,-0.0057052719676539245,0.009095183862647046,0.0037090939460246728,-0.06640758491898353,0.04141273566865831,-0.05267552105851971,0.04130379913681218,-0.019008240336721837,0.22411284400345965,0.0,0.13437770377217384,-0.017144401937302007,0.27105529101442577,-0.13340950294186427,0.27103984206702064,0.06566801570969814,0.07026702444722187,0.03431979147265969,0.2737839783524568,-0.02171938734187539,0.13225433877202203,-0.003080340054355864,0.0006892780767026556,0.15674491226027665,0.019696155903145118,-0.08303804009882094,0.18343278109873407,0.046123962655309936,0.13627485052337562,0.03449386700234449,0.2968735319620464,0.0,0.22247270515850195,0.02486654490908992,0.264394202884866,0.3340886271971847,0.009732652208281324,0.3340943868555695,0.10477821426670479,0.14413116769772857,0.09269708061089009,0.0391539403268156,0.03841132869926248,0.0233087053679042,-0.03999307529102518,0.03896509932999379,0.013363778640982187
0.009362064438501601,-0.24084844617068288,0.22400802947847878,0.021588817708223577,-0.08633822378060171,-0.08746541452939498,-0.10710787758451723,-0.13961536374618888,0.1280739615598999,-0.048930463339114924,0.053712349636092865,-0.05452624668171381,-0.008502724068259427,-0.19197495948710566,-5.421010862427522e-20,-0.04636447792255983,0.24018994520671855,-0.1385239595607296,0.18500757817623525,-0.1386317776468826,0.19131400147931055,-0.027267135600169964,-0.03361786135732982,-0.0576461929685405,0.3123790652198672,0.07841423997826562,-0.0779938647776059,-0.07870279815439957,0.11587020778754353,-0.1188227665247253,0.10628199330111184,0.1707763874391197,0.17121018066186341,0.08104195444177852,0.05990740551602231,0.07374044634075316,-0.0,0.11446918612708473,0.2872006264737533,0.22307531305356265,0.06623414098302696,0.30580249903839385,0.06614461660877363,0.2400809882558252,0.07398495354849308,0.043481461816678814,-0.12202315297238552,-0.11947078235792508,-0.08691961745917746,0.12232047587376596,-0.12613330083169227,0.013932857151582977
-0.07183043868369211,-0.08450697538658818,0.0772187005240106,0.008792233113807571,0.00037181463811149186,-0.001932738175661326,0.00811627304297893,-0.04587123186273652,0.10184478749347364,0.031685803489548074,0.050902212189207006,-0.01332414569768725,0.010903779903085881,-0.03854517899872167,-2.710505431213761e-20,0.01610834692217823,0.07734033606988047,-0.07241072086389265,0.004406617470142195,-0.07247988158612666,0.04936589954497474,-0.03178046917499797,0.002521774629153718,-0.04268818288066079,0.09171713891798029,0.020553827476750178,0.001517429472573752,-0.0007454798592199973,0.04439615711606609,-0.04246945881853809,0.09763229044322856,0.06097924587821465,0.07018987138380144,0.01371848916061592,0.0237953862097313,0.015180017394466167,-0.0,0.04384664323405362,0.08599599827538552,0.0033074282945828484,-0.019883056592512067,0.033328358804209465,-0.019940101656316926,0.059098791410147386,-0.010101907614764706,0.01722937857100626,0.44554010186026033,0.421259163096698,0.34581611280039337,-0.4292403997457034,0.4635488464521822,0.011214693703355481
0.3203888348073055,-0.018845725352920895,0.13725416231200135,0.12041255140553088,-0.0961878153171579,-0.09666892454644192,-0.13319476726807422,-0.08955676783211991,-0.014456871259618661,-0.039195418799697616,-0.14227583586521758,0.08679994510541302,-0.2825444850758181,-0.15117141341317936,-1.0842021724855044e-19,-0.10822630784743789,-0.23058407881871903,0.07806717176184651,0.2875258356168985,0.07798874361802809,-0.19466828698155328,0.2513256524089931,-0.031151281736210148,-0.036658356371934604,0.10609923148798482,0.10982063752107053,-0.09669070850117685,-0.09681805993928871,-0.12497093677748823,-0.09062725147814524,-0.01423319651346004,-0.054991569385267655,-0.14639130329161185,0.057630460936309955,-0.28282596139269855,-0.1256299696671183,-0.0,-0.10823886273070839,-0.23065608915922,0.1449905747483199,0.033456564093200185,0.21200481910304603,0.03340109143132381,-0.19617497181363172,0.21728684553234862,-0.04242683060282025,0.047914591678104454,0.04554192403411992,0.05098394539560322,-0.05213411297879472,0.056115560024341704,-0.03017382163623954
0.2022104090140915,0.03257061265736022,0.00714068961588736,-0.22716937756240135,0.1149345563984177,0.11350777020436088,-0.0896387128594605,0.08990278017918872,0.07463197170675331,0.02974512809322106,-0.08871459084947135,0.0646147783191154,-0.13539644992021307,0.04910938260074093,3.469446951953614e-18,-0.010675561461770747,0.30552944528088416,0.15844525452702968,0.04455941379895812,0.15842215271140275,0.3497942244935121,0.2720600194962511,0.11829672120032103,-0.08337410219274222,-0.07483345579482978,-0.2648744294073663,0.10825080055058824,0.10692279332950841,-0.20925641150924573,0.07572503578662523,0.08827479572017562,-0.13305368903882817,-0.1709779106909504,-0.041449175566928835,-0.17926629839386785,-0.11764536077844313,0.0,-0.12414752557928577,0.25328889975521035,-0.052529706917843914,-0.011202857464029966,-0.07805220065691917,-0.011211971832007037,0.29570754526534776,0.17562777449787145,0.05530310497884523,0.01608838851618362,0.017533354424875806,-0.007036100795283772,-0.01413336783659712,0.009964016325321998,0.013479631199981782
0.03349970474296137,0.12379816227076204,0.18541550556139938,0.17127355988267717,0.03532652910804074,0.04176224065868599,0.24847381717408182,-0.10670532315941397,0.31884858555000417,0.126109150055418,0.31580211773621997,-0.09555480375435417,-0.270036806728752,0.13226953292311308,-2.220446049250313e-16,0.1062267342500326,-0.0004931963674184504,0.11961573903896054,-0.10964370366646811,0.11954269303003923,0.03788570464780216,0.00810399084522803,-0.1999939001424058,0.016070780114967778,0.1077528184828296,0.13428975867113938,0.02780855554625705,0.03427454835104042,0.06793253861997156,-0.11978015322381372,0.32874718808706827,-0.03621214500517623,0.21219897115540437,-0.16026134491192642,-0.29759468522096544,-0.030601398383446148,1.7730332974275986e-29,-0.002848380250866028,-0.031206616043853132,-0.10857309348219182,-0.01157499074020772,-0.17728149298304413,-0.011624448467884409,0.005163826033554234,-0.05310950674998944,-0.2355604525620872,-0.03375698114646943,-0.028435012222579534,-0.060416919441711146,0.033912295059407065,-0.04695549953716295,0.036139025802551336
0.20001210526243568,-0.018735385622499448,0.133370967639541,0.2397754380780575,-0.03580765720841426,-0.0261688859389329,-0.04939912838473338,-0.14775921247450402,0.2561410955049281,0.11452732670680858,-0.05520367868021016,0.06199563938845295,0.42525180278594427,0.06126045980064121,5.551115123125783e-17,0.05628525014649122,-0.034615913122469574,0.16905164875756098,0.028578575209401606,0.16908633415659355,0.02368500113316404,-0.020212534528123143,0.2957285866921201,-0.12531726728705792,0.04070986618121168,0.19021790359299845,-0.040467610275639956,-0.030393090236549528,-0.17744153983928013,-0.1589475643891415,0.2691857398483446,-0.07710751770333765,-0.13717475588925615,-0.041773342974190504,0.36128224743415344,-0.10936453064186534,-1.1088637755011115e-29,-0.07125337846455249,-0.07400659571548714,-0.053125383712434124,-0.003088735209898036,-0.0903388470644448,-0.0030529822547146843,-0.018201935519757264,-0.09580364297813236,0.22364164128612304,-0.012879546510805188,-0.016850791636550812,-0.007342903865718309,0.022697390808781106,-0.015684825139229266,0.021992226650930057
0.04723975617883345,0.21839743394023664,-0.026153078763914137,0.39825941012937843,-0.05291739333815497,-0.04372463059597839,0.1872489474208427,0.07918587966937349,-0.2772241543776485,0.05179383564660787,0.2028466264390097,0.11486682926852247,0.026826035913222992,-0.06703754156224125,-1.3877787807814457e-16,-0.3026584952018984,0.18045364154054283,-0.016339351980824677,0.07732199872698152,-0.016295129089643853,0.17080768480572484,0.05845390828283851,0.0737442480804112,0.1180209941426468,-0.07237493826970665,0.3639139596981055,-0.05795766258359285,-0.04900995817297366,0.046475214241375955,0.06709936158476974,-0.2654906070645629,-0.05876471146137021,0.1251338837455104,0.04214000318279631,-0.002888346635280061,-0.13194639245079118,5.701776495752381e-28,-0.30975141854770605,0.15083701835220653,-0.07083056980966039,-0.08731802554303456,-0.005618321746975731,-0.08728580215836214,0.14207574775456405,0.009597282824881188,0.037812052612654856,0.015198919912338989,0.011860060860609261,0.013342977964580068,-0.02269905427965307,0.017275910032832013,0.045373708374426926
-0.30287365669369615,-0.10009985414980566,-0.1274730071938883,0.08428680670003935,-0.057964409807689354,-0.07000685892074242,-0.007480955934191676,-0.10339251905847871,0.044610748692315134,0.026988989599971844,0.039250157307200786,-0.19566466077223385,-0.09315723755572647,0.05552904429539313,-0.0,0.030793686424800484,-0.021365523563401947,-0.14119480982373347,-0.1872470679173774,-0.14109436446337376,-0.0705472772521293,0.44797280608628653,0.3132787722610317,-0.044088692921363117,-0.0905496622808161,0.09816940939885277,-0.055622594980591925,-0.06797736897908366,0.04457310993054353,-0.09797245670959481,0.03676001734571968,0.07084368122571931,0.06549435452964794,-0.1359163163793205,-0.07492903949178445,0.08925116321765783,6.55771970837455e-26,0.06629659035237451,-0.007149655738287098,-0.11110116273794814,-0.05862777594550633,-0.11689771589017875,-0.058559112959727565,-0.05344438307029722,0.4433311412431541,0.31698721542565644,-0.02017098843624256,-0.02161080112841614,-0.006539900983982899,0.03334692001873565,-0.021046693425588174,0.002364664605213539
