plays,pass_yards,rush_yards,turnovers,epa_total,epa_per_play,yards_per_play,pass_epa_per_play,rush_epa_per_play,success_rate,explosive_rate,third_down_conv_rate,red_zone_td_rate,pass_rate,play_action_rate,shotgun_rate,sack_rate,pass_plays,rush_plays,dropbacks,sacks,redzone_trips,redzone_tds,allowed_pass_yards,allowed_rush_yards,takeaways,allowed_epa_total,allowed_epa_per_play,allowed_yards_per_play,allowed_pass_epa_per_play,allowed_rush_epa_per_play,allowed_success_rate,allowed_explosive_rate,third_down_conv_rate_allowed,red_zone_td_rate_allowed,pass_rate_allowed,play_action_rate_allowed,shotgun_rate_allowed,pressure_sack_rate,plays_allowed,pass_plays_allowed,rush_plays_allowed,dropbacks_allowed,sacks_made,redzone_trips_allowed,redzone_tds_allowed,opp_season_epa_avg,opp_recent_form_epa,opp_win_pct_to_date,opp_strength_ranking,opp_composite_strength,momentum_score,team_style_cluster_x,game_context_cluster,team_style_cluster_y,team_style_cluster
0.04760722412436377,0.11963017811888554,0.15250590793707117,-0.11506934816018,0.24945031557661343,0.25033258836560657,0.20782366182657092,0.22656869873218827,0.1284384744326356,0.1970468915957527,0.15599347152976042,0.1676426161676186,0.0802707878597873,-0.1278331958013355,-5.048709793414476e-29,-0.07910437429449184,-0.12276207336771017,-0.06629923323705006,0.14042653388603596,-0.06626545865375204,-0.13822550768083416,0.1307755352577132,0.18538312685616415,0.122924696027715,0.1547056950363105,-0.10446977395830542,0.2503639998719156,0.25134674429841936,0.17883002578428114,0.22966671926788768,0.12551614996828647,0.15604335770991903,0.15761054607929317,0.16506410638014343,0.0879540504862337,-0.055409811567809414,-0.0,-0.04320741569456353,-0.11090446728843419,0.057033395283119286,-0.025954319792909644,0.13737107979742857,-0.025932312162213183,-0.12589684288476616,0.13593396366150076,0.1885457721009871,-0.010054815956526608,-0.009533727245903104,-0.03423613802154137,0.01733217916429102,-0.021609647134616043,0.02096098604564268,-0.03823106413737171,0.0017205795883729268,-0.038231064137371706,-0.0
0.16944147994129352,0.18605006630173426,-0.1167561645045383,0.09029586274853653,-0.01010136461745672,-0.006731793881518321,0.008536507844199157,0.0025770251064492697,-0.06674491781929622,0.0406988322971469,-0.05266235898183289,0.04008513598218753,-0.018911142854388847,0.22555403098883825,0.0,0.1368641044600564,-0.014513888501147817,0.2707669268069242,-0.13574980633004063,0.2707533906292905,0.06809549184941774,0.06856284094001346,0.03304633894855028,0.2721220708772366,-0.0230100713575085,0.1321751133204877,-0.004056350246691747,-0.0003789639113805366,0.1555275561745282,0.01848430395583646,-0.08327304544737611,0.18209967792142787,0.04561494574321976,0.1346298440353287,0.03433142445255892,0.29694757035838665,0.0,0.22381802376317064,0.0271262386224525,0.262191614039776,0.3331163358183619,0.007152480162352508,0.3331235353620332,0.10683395487961882,0.14208963477804024,0.09116094903618968,0.03976626291176822,0.039044099078442834,0.02390102581386506,-0.040358296863579016,0.03961553256048721,0.014107673035532262,-0.04307526651521361,-7.18442232917e-05,-0.04307526651521361,0.0
0.010617627949444264,-0.23997567652129068,0.22346531051715463,0.02177395446182636,-0.08649829908154875,-0.08758362624274564,-0.10733526866882376,-0.13927607814136705,0.12707713995064282,-0.04924217981764773,0.05306462952921956,-0.054236937204799746,-0.00885526638461924,-0.19192181772179204,-2.710505431213761e-20,-0.04711856774999485,0.23889609021945488,-0.1377244296748248,0.18551530262145519,-0.1378319372921101,0.19034459442939244,-0.02666593746260429,-0.0335775602753823,-0.056946656657631455,0.3118401191956755,0.07857356017483161,-0.07815865336917488,-0.07882433346219075,0.11563776263350811,-0.11848212471807387,0.10526506639951677,0.1705089350805921,0.17058808869577466,0.08126223425798741,0.05954642269599327,0.07371550282108386,-0.0,0.11382022496986444,0.28594790399734765,0.22371222008839667,0.06678513697974547,0.30617622384026916,0.0666958984407853,0.23914294978044948,0.07451724014980497,0.04349029163838042,-0.12524896290832857,-0.12247585743380995,-0.08951138920641923,0.1253924863396682,-0.12950264173346424,0.013638105598982772,0.005692860893193378,0.010020175142262137,0.005692860893193359,-0.0
-0.07891089429192338,-0.08748836977519872,0.07746260316794482,0.005999985689063365,0.0018442589542659355,-0.0006610861374301216,0.009566564432429502,-0.04597963220654553,0.1045224383625869,0.032233880853697515,0.05418425593578227,-0.015591657146816571,0.014477088173548756,-0.03659281773698885,5.421010862427522e-20,0.022102120717290927,0.08638249228618339,-0.07521850533207992,-0.0005900946734726756,-0.07528579982218392,0.057154077085826344,-0.035939679032597004,0.0020692936346689028,-0.045633691688566236,0.09177930951531874,0.017666169824197053,0.003014248305658315,0.0005377295498692888,0.04500832134578725,-0.042657534457674354,0.10060004862789665,0.0608138932749073,0.07283680752683794,0.011346797349955239,0.02708906929730031,0.015845028141576442,-0.0,0.04816753379257248,0.09443810740457637,-0.001242495877716743,-0.022515153478603903,0.028858829002661405,-0.022570945693117885,0.06631047523882068,-0.014234867897777179,0.01667686523071236,0.4404645282788474,0.41605144566521096,0.342564307503919,-0.423948954321274,0.45833173527867765,0.013374403544460152,-0.04519624064815566,-0.0770816700577373,-0.04519624064815566,-0.0
0.2982483859817665,-0.01603978797556871,0.12200687202478959,0.1183600159034721,-0.09561779587739548,-0.09516029709082999,-0.1258144065427154,-0.08522336884732533,-0.01955085146664653,-0.04101840057948233,-0.13713331382875554,0.07777639197256955,-0.24637389107294494,-0.14810866657759186,-1.0842021724855044e-19,-0.12638726031828598,-0.2368407717953917,0.06736330454560983,0.2743131747590971,0.06726649804040614,-0.20464150434521944,0.22352061247671434,-0.024631837008862068,-0.019447743777427196,0.1035353494865205,0.11335996845210737,-0.09514771831392925,-0.09438272399555228,-0.10040228537727429,-0.08457137353650465,-0.021053200257903328,-0.035688435129482686,-0.1294421026382157,0.06308442204734296,-0.24170135378491334,-0.10361568488197673,-0.0,-0.10743361341617688,-0.23063721221012742,0.15505005129469177,0.043063051168303126,0.21665705689243797,0.0429930097366218,-0.1995926978159705,0.20216183989456166,-0.028417872800868705,0.06432641471778287,0.05995931221218092,0.06428076897061363,-0.07095081007085041,0.07368598236074418,-0.040120134477076776,0.20691585515825622,-0.031236395587445027,0.20691585515825625,-0.0
0.22907116017997467,0.03027355333770279,0.030973878990330606,-0.20235704520543746,0.10373137711282956,0.10183090135045952,-0.09330615051105842,0.07426001594545473,0.0813931110723933,0.030627625636205018,-0.09050993563857473,0.07238287768618068,-0.17804332535373724,0.03718751382251974,-1.734723475976807e-18,-0.0005909519241511209,0.27753688342529426,0.16535225809793339,0.06821289859089923,0.16533236119452305,0.32522772551172646,0.2949064657527349,0.10219571257917505,-0.09168599841602162,-0.05820020774009756,-0.24292881133137487,0.09661719598427514,0.09486177688028392,-0.2201527600622722,0.059419863586409966,0.09563368310525903,-0.1412755262996427,-0.17798118027416693,-0.040410507537459686,-0.2230910630811321,-0.13388806908521816,-4.694349855488137e-44,-0.12258756906282908,0.22357778010567775,-0.04731830474227725,-0.013643157045284232,-0.06540283605548787,-0.013649461798589075,0.26919411756312195,0.1920856181800306,0.03647965846490229,0.012374875740039148,0.0144933757169575,-0.008733074071800703,-0.009177975886213479,0.006390838030665216,0.018696565172804425,-0.1022767365730118,-0.007075513082996165,-0.10227673657301174,-0.0
-0.03731623724825526,-0.09259909838531274,-0.1927259668152081,-0.19596558916286685,-0.0074989575426494285,-0.011293095721457667,-0.2148522888927369,0.11775120584482948,-0.2711179648925976,-0.1079294892888458,-0.27479407927758337,0.06999140218129511,0.2919416654919799,-0.09258575647467945,1.1102230246251565e-16,-0.13751912600460153,0.06186761241640084,-0.09132415971595918,0.06957935784754128,-0.09128351394800238,0.030556622934241977,-0.01796026004960426,0.21078768530107417,-0.0021396188399429783,-0.12227094865299909,-0.1634724589655333,-0.000806151212713176,-0.004689521953208933,-0.05952993787279409,0.12880412783266257,-0.2794533904781336,0.03154938558909569,-0.18513663900529914,0.1276312020927876,0.3131350847377495,0.03992291751239834,-8.609577764811676e-41,-0.03463229839123449,0.08703158286615437,0.08910766329329681,0.018952879078164224,0.13244913212214676,0.018979150132035848,0.05759770541351782,0.036138725045799576,0.2398104045560677,0.03890555009882392,0.03273917027138082,0.0555977067534494,-0.04316152702992382,0.049777879472428725,-0.049106892096549955,0.22810915416812239,0.015058095599772139,0.22810915416812233,-0.0
0.19891407984339401,-0.0101075747381765,0.13810882621490664,0.2415244518059283,-0.031201202000417837,-0.021040119954276917,-0.03550950237306232,-0.1501560908400578,0.27294364645397046,0.12024447800785756,-0.03809127113203002,0.0534751966599671,0.41591550955354506,0.07096100609812124,2.7755575615628914e-17,0.05498437534902824,-0.028495753768653567,0.17577106046843285,0.01883414322530886,0.17579633696812422,0.03168872935401709,-0.021993470531244955,0.28729146118919174,-0.12155935806308127,0.04281900834239098,0.19055295003053221,-0.036106295971506365,-0.02552833405020209,-0.17182232432332742,-0.16194304690537753,0.28653310643926067,-0.07800869191459997,-0.12461853560470151,-0.05216997832084546,0.3507163607809796,-0.10770035764041774,-1.578422590215474e-40,-0.07577130756395331,-0.06920451532105414,-0.05867070359195377,-0.0020026699149890822,-0.10170807203756183,-0.001973740797223644,-0.011587070209746291,-0.09972030351955928,0.21390901572648027,-0.015263739029798048,-0.01945058262442928,-0.010729401178783777,0.02408304141949364,-0.018641117356484306,0.020391887832535923,0.029965717184702048,-0.02657101735445343,0.029965717184702048,-0.0
-0.007276469458432137,0.14142288360504723,-0.0006377942123409096,0.027178877999195383,0.04469767427907485,0.054023904071412894,0.16439521727791118,0.01473356782846953,0.09693405645723518,0.043545919945211016,0.2004259016332055,-0.1014905333403153,-0.04155493094186156,0.08691850505195416,3.8163916471489756e-17,-0.18678840341873665,0.1215456474555356,0.06375305141117649,-0.08867206224431565,0.0636467446409804,0.13787179616344442,-0.036897570610402886,-0.0586128429220967,0.09268697121407482,-0.016610327231824543,0.0157807519324173,0.04270775754216163,0.051803416453334944,0.08443643765108083,0.009522425004925292,0.10049246330359723,-0.006494877579850728,0.1585317179252078,-0.10988741651483783,-0.05193991528974651,0.02175320478317931,-4.1142302278780063e-38,-0.17455455832252562,0.11139209765115084,-0.0400689709332741,0.01914183786547923,-0.09772704921495737,0.019064130796628248,0.12757534551706828,-0.050287837072810315,-0.0680180502799404,0.010251160300754786,0.008303704566530979,-0.01718823699898911,-0.02740327046777611,0.004526523659962134,-0.05421950505189034,0.5617388502389442,0.04144175331041408,0.5617388502389443,-0.0
0.04987661565925834,0.1905258239798121,-0.01952233686309152,0.41062352044580197,-0.06320285291212308,-0.05607169114035917,0.15830155880438254,0.07694367513639733,-0.3023528631231651,0.04899090987519331,0.16722470780189008,0.14942096794932752,0.02761435272132883,-0.08759574572479475,-5.551115123125783e-17,-0.24700999413941593,0.15865634208598203,-0.03084111362262025,0.09867488781695133,-0.03076412594557278,0.14527190067534454,0.0722500137210137,0.08587496113891355,0.09482639459437638,-0.0670636353137992,0.3764165017192519,-0.06851456808100229,-0.061549379604423374,0.025936428789379976,0.06513952920364206,-0.29103659910297797,-0.060587592269812356,0.09328428748471039,0.0719184612475677,-0.0017153727430307068,-0.14491466022612615,-1.7265073277702348e-38,-0.265315261250009,0.1290548060308213,-0.06956066828953696,-0.09824406991989235,0.011714679373168198,-0.0981876569252261,0.11655743897328946,0.021930216388250167,0.04903532548174144,0.015460105005750745,0.013730611743753071,0.016430248338521594,-0.01727164480650464,0.017928795215708566,0.06904152534041105,-0.1442285258291659,0.05230806927285331,-0.14422852582916595,-0.0
