plays,pass_yards,rush_yards,turnovers,epa_total,epa_per_play,yards_per_play,pass_epa_per_play,rush_epa_per_play,success_rate,explosive_rate,third_down_conv_rate,red_zone_td_rate,pass_rate,play_action_rate,shotgun_rate,sack_rate,pass_plays,rush_plays,dropbacks,sacks,redzone_trips,redzone_tds,allowed_pass_yards,allowed_rush_yards,takeaways,allowed_epa_total,allowed_epa_per_play,allowed_yards_per_play,allowed_pass_epa_per_play,allowed_rush_epa_per_play,allowed_success_rate,allowed_explosive_rate,third_down_conv_rate_allowed,red_zone_td_rate_allowed,pass_rate_allowed,play_action_rate_allowed,shotgun_rate_allowed,pressure_sack_rate,plays_allowed,pass_plays_allowed,rush_plays_allowed,dropbacks_allowed,sacks_made,redzone_trips_allowed,redzone_tds_allowed,momentum_score
0.04729195816867983,0.11769322383157393,0.14983079136991842,-0.12384570544897627,0.25344914218685743,0.2551019614333834,0.20218898405266744,0.22966928035414208,0.1238943550649622,0.19419650210906364,0.14859539023553947,0.1701451854109058,0.09583016249746708,-0.1215347677482006,6.310887241768095e-30,-0.0757896444239204,-0.10532701627182822,-0.05930603778149223,0.13404772008119073,-0.05929654997530796,-0.11942691412636729,0.12193607587047353,0.18561148647471468,0.13995091630452677,0.16639734302097386,-0.0953819343275524,0.25207741299345354,0.25346247884816303,0.18197314027342051,0.2334349096192195,0.11440676855781962,0.1631779016399686,0.16604166246404847,0.1797717657056888,0.115375109683074,-0.0014486144598544505,-0.0,-0.006875052854560676,-0.07791006846846621,0.08596494820369396,0.01852987506308587,0.14829983187551868,0.018526153860991393,-0.09047824031827476,0.14339392946194737,0.19981571100743595,0.013089778924863602
0.11784913006408536,0.087007855760323,-0.09894273644445895,0.08257044345630782,-0.05841769627737999,-0.05771456084469747,-0.05818637730682449,-0.05184553796937569,-0.06587995235992182,-0.008124072375228941,-0.07358104012996027,0.003022024416148261,-0.03041197039870521,0.17612482173828128,8.077935669463161e-28,0.12266988419550547,0.04208369035688601,0.20062070919108416,-0.11081837326568968,0.20056856192842512,0.09962310287236792,0.03194152754209382,-0.0030268869874630943,0.25230638913282577,0.058477118489251,0.1683184187349924,-0.061513641303721674,-0.060934903451699766,0.19052036813166964,-0.036615217820509825,-0.09960545803857496,0.2190259536698664,0.09630202205307409,0.15582914712657514,0.0592300992462623,0.31136368434398154,-0.0,0.2582900051076784,0.11718642280860064,0.28894756975997826,0.3275491486665165,0.11016838295037243,0.3275439701071503,0.17161651469349995,0.157310121088715,0.09721356019733539,0.008015364516631058
0.1619590978336576,0.32567696350890774,-0.2077658902757674,0.04231995048198304,0.07584526950604906,0.07749022711984788,0.0892047894081845,0.11855124419067961,-0.12388537901107727,0.07701983444210511,-0.08714682995063215,0.09716892182137847,-0.031818757457651864,0.24978312368133165,-6.617444900424222e-24,0.05514656375133078,-0.2310799850305251,0.2839150296360457,-0.16278003407323155,0.2839754540843271,-0.1387655786438731,0.12179315463264982,0.07074624185166685,0.09699362287170751,-0.2806969562543227,-0.028877986768234273,0.07911052722809367,0.08085012136415268,-0.11471528177100761,0.10876522020623446,-0.09926288462496956,-0.12821149630130188,-0.19132167286038831,-0.03605761520140818,-0.09326551998724,-0.04317301133846365,0.0,-0.09757094503039333,-0.2777766446654221,-0.10941198503852417,0.021418505330584092,-0.25460311384215334,0.021504363401915028,-0.19437248293553805,0.010689049847597776,-0.0069479782229748405,0.007947431224546359
0.27575628141378405,-0.04905847915963524,0.17720779128218608,0.13639592634857273,-0.1199334029455454,-0.12128530276384665,-0.11932783281134225,-0.1209704122289336,0.004591963731303696,-0.055031487770118,-0.09646839424214318,0.0781123894991027,-0.25438978501303705,-0.19466622080742746,-3.3881317890172014e-21,-0.10341284179459523,-0.2817282387164831,0.02070066660433836,0.3136397547143439,0.020639668502959552,-0.26340825145876695,0.1731254845336412,-0.08102983916400276,-0.013874884199569741,0.16184002040280926,0.1450866567532064,-0.11976648288536806,-0.12093395078394124,-0.045676354231262574,-0.11875317588581066,0.00033564190798983845,-0.0027237683131920293,-0.061247285592027106,0.08092664628775977,-0.23034632075717518,-0.07154360258737061,-0.0,-0.05056707217189818,-0.25249392585022484,0.1456935493596213,0.0381756737000998,0.24144328233469892,0.03813864691298225,-0.2351554292282039,0.16537996280256076,-0.06622343730698009,0.021074494733945664
0.3094418233290513,0.021568604084969467,0.12799940943421176,-0.09432053314953384,0.06579953236795978,0.06259177227114457,-0.09774438485268377,-0.009331680947509982,0.1602624263058507,0.026023552960206416,-0.04929065986677971,0.0742541174695881,-0.14689831627623381,0.004380916991832246,5.421010862427522e-20,-0.015838578536432776,0.3010404626250687,0.19077769491005664,0.13809865505194704,0.19079621797577923,0.35694624122001367,0.3132969623340851,0.12705978947552166,-0.09961965203107907,0.025845258923056894,-0.13776992883777442,0.06364882801468966,0.06038784859693264,-0.18836295246154613,-0.01930206845939327,0.1761066477033181,-0.11997094391079649,-0.13078115501452922,-0.03502721768255372,-0.18535373865161678,-0.13326444462236176,-0.0,-0.12004881818734897,0.23354718161799254,-0.010630491357991823,-0.007694205569062404,-0.010345123591281868,-0.007650717358603246,0.2831129571599808,0.19341262381653684,0.05587710549638315,0.03604051141975289
0.07105722357703752,0.0639326785125154,0.23410646668044788,0.26220328210875626,-0.014338150523404774,-0.003550760040882502,0.1952326013598361,-0.21067875152142174,0.4059347210511976,0.1652344270649902,0.2614694470024006,-0.09452478995885923,0.08225458006636617,0.14559892053145346,0.0,0.17416415789044154,-0.06553697723890707,0.15068038498071032,-0.10461125968367167,0.15065459097434095,-0.021954228871197776,-0.08292995687635377,-0.007580218735366932,-0.03985077500388145,0.1452164498831911,0.2138576493900779,-0.018193231619124367,-0.006699415579188877,0.019864240924860735,-0.21519103616107263,0.4130369886229643,-0.008851710818697645,0.1487206103733098,-0.14054468016282168,0.04178455563666957,-0.023864081178991282,2.8437823217101547e-30,0.044535518331070854,-0.0904769362456494,-0.06855635323086587,0.003572975555466068,-0.14500564609678118,0.0035807232688101417,-0.05257862505018225,-0.12919585100858236,-0.04870788743994994,0.02726329925503392
0.14211347089746065,-0.11332197265176053,0.02501436385479874,0.12016762924431137,-0.07868148572010954,-0.06597352757985134,-0.19017898957554405,-0.06379452421912944,-0.006929357957612291,0.011551433116012757,-0.2152355598229863,0.10407709158547297,0.5098515222652505,-0.04290610111119037,-0.0,-0.031815051993339116,-0.03628096239907496,0.059330525244878,0.09930265165695286,0.05930030815461403,-0.017491788251493844,-0.03603792483680448,0.3604161048700155,-0.11368888795227647,-0.004337547796636755,0.1006855839304419,-0.0744879500466575,-0.06150724033438343,-0.14896560482571802,-0.0624662904854522,-0.0008089854055324751,-0.03316919921215873,-0.20129729137870334,0.05496558036909233,0.4613587137187252,-0.060947743280505166,-1.5322178813172224e-29,-0.05786467254428179,-0.04802537305250316,0.01829972194560457,0.001758678505085604,0.03463011933249296,0.0017485812414462423,-0.030919941253687758,-0.05621612990629,0.31226872738610545,-0.05212179976351571
0.0008240811526236658,0.2061869831771324,0.009274191753543893,0.46232964658619635,-0.07152060728886943,-0.06315056119043698,0.22902243905146547,0.06228447705691354,-0.26091183278513996,0.11180270098264952,0.2405811865992864,0.10666889466757737,0.004208509500970576,-0.07651440511901857,-1.3877787807814457e-17,-0.2326625013380068,0.16085205453468843,-0.05090732345679599,0.06605332552354205,-0.05064651695321136,0.14495059096898785,0.0986906567690461,0.08179241132306858,0.08279051535556166,-0.0419092992098853,0.41055395090915203,-0.07507888441375736,-0.06621196796659952,0.051092608707617095,0.048877947344347,-0.24443994296486712,-0.02357453499587429,0.13727822163250888,0.02749975171835226,-0.025821134868237387,-0.11587479515315492,1.5909004503398686e-26,-0.22400388634464302,0.1256637894300084,-0.08072653982747083,-0.09931924726028801,-0.01931704608655097,-0.09915553037379246,0.11274577067972077,0.044691448346805863,0.042329700611175886,0.017445916909087183
-0.25085405000862837,-0.09385722602424763,-0.11881115874437163,-0.016426200868871373,-0.05623460000616887,-0.06048853925217714,-0.013430755230423695,-0.09749694851700995,0.06221006257212819,-0.06622838999882381,0.09659620055672921,-0.26824614743629444,-0.07037696866648095,0.053858123454472766,-6.938893903907228e-18,-0.011136748276283387,-0.06253466178072956,-0.11008294473842709,-0.1687160905514125,-0.10998108622854694,-0.09917381722455555,0.4502133055816069,0.2978215770481772,-0.0314398269957328,-0.08080829213467937,0.005913967813943593,-0.05932901660171533,-0.06374360248574437,0.027749001966225813,-0.0961743964486776,0.049599064021758864,0.0077905215621518606,0.10270701340757378,-0.17967371311494176,-0.05262133231912678,0.07163670305811369,9.257971206319372e-27,0.02761598157625004,-0.04402916450172535,-0.06195472245587133,-0.023645320318670913,-0.09176689420636784,-0.023596340222686318,-0.07430468971074673,0.42133075156915306,0.28957164602985885,-0.28399993121283984
-0.2591292613412637,-0.16842182512319456,-0.0964652480799906,0.18301956162472044,0.023994930893533523,0.018769424201553465,-0.07286351369502046,-0.031325611483606554,0.12041263084419973,0.24724102683376345,-0.21003509150144878,0.4642866510697191,-0.1372611858613896,0.03532751557410979,8.326672684688674e-17,0.2271858893285111,0.03825623615759288,-0.13290684195641544,-0.14978300046741244,-0.13336551206169678,-0.013431445837629384,0.09374774038958282,0.0259563569699905,-0.11837247045251732,-0.07738053894219589,0.17080885338800553,0.02045900007158404,0.0155628313852877,-0.038172233360937016,-0.033914981490969255,0.12139099373781252,0.12915774595047969,-0.17003125390766818,0.3637677668899756,-0.13898301003719188,0.02124700828253491,-2.798901754071695e-25,0.15592600383072922,0.030664826301430376,-0.10667745217473612,-0.07947253082504793,-0.10131298545357624,-0.07979388685398994,-0.015877973560295,0.08990675767502121,0.017973506014707572,0.21298472936667925
